2013-10-13 07:09:00,0.313,2,0.292,19.755,0,0.865
2013-03-18 23:44:00,0.383,2,0.381,14.85,0,0.642
2013-10-14 07:41:00,0.281,2,0.423,14.835,0,0.858
2014-06-04 02:53:00,0.666,0,0.584,18.544,0.091,0.792
2013-01-12 11:18:00,0.214,3,0.201,22.428,0.468,0.757
2013-03-16 21:33:00,0.291,2,0.313,13.016,0,0.596
2013-05-10 02:39:00,0.15,2,0.389,19.511,0.057,0.768
2014-04-19 09:46:00,0.571,2,0.386,15.81,0.001,0.405
2014-05-15 04:46:00,0.3,2,0.438,16.799,0.179,0.752
2014-12-22 21:59:00,0.423,3,0.465,17.175,0.135,0.99
2014-07-31 20:34:00,0.966,2,0.842,19.596,0.154,0.441
2013-09-24 12:58:00,0.529,3,0.52,21.496,0.166,0.903
2013-12-13 18:03:00,0.312,2,0.512,14.77,0,0.488
2013-06-26 16:09:00,0.77,3,0.751,16.515,0.315,0.383
2013-07-10 06:22:00,0.744,2,0.692,15.034,0.098,1.348
2014-09-04 22:02:00,0.683,2,0.494,21.492,0.069,0.667
2014-04-14 21:11:00,0.012,0,0.533,21.055,0.337,0.421
2014-02-15 12:15:00,0.263,3,0.279,19.881,0.194,0.841
2013-06-16 23:05:00,0.634,2,0.607,19.807,0.251,1.137
2014-05-25 01:08:00,0.553,2,0.611,16.761,0,0.636
2013-11-30 20:24:00,0.478,3,0.595,16.59,0,0.667
2013-11-10 06:32:00,0.208,2,0.352,17.103,0,0.854
2014-11-27 12:41:00,0.56,2,0.412,18.448,0.025,0.326
2014-05-30 21:08:00,0.683,2,0.576,15.329,0.025,0.461
2013-02-26 08:16:00,0,3,0.029,18.793,0.122,0.886
2014-06-08 13:50:00,0.667,2,0.594,16.439,0.309,0.26
2014-01-12 07:59:00,0.284,3,0.463,20.18,0,0.491
2014-08-02 03:16:00,0.643,2,0.727,15.706,0.196,0.796
2013-03-21 19:20:00,0.445,2,0.302,22.537,0.101,0.552
2014-04-07 05:12:00,0.374,2,0,16.303,0.565,0.68
2014-12-25 23:29:00,0.4,0,0.525,16.953,0.325,0.716
2013-10-06 08:17:00,0.318,3,0.246,20.391,0.24,0.793
2014-12-03 19:03:00,0.33,2,0.274,22.104,0.23,0.263
2013-05-26 12:57:00,0.693,3,0.421,16.067,0.185,0.597
2013-10-19 03:05:00,0.43,2,0.678,20.387,0.231,0.779
2013-11-09 00:03:00,0.66,2,0.29,21.521,0.111,0.538
2014-04-01 08:28:00,0.247,2,0.14,20.451,0.133,0.297
2014-06-11 06:13:00,0.419,2,0.577,20.188,0.151,0.756
2014-09-03 02:58:00,0.524,2,0.721,17.134,0.186,0.73
2014-08-04 14:50:00,0.823,2,0.847,17.151,0.06,0.495
2014-03-20 05:44:00,0.439,2,0.435,14.361,0,0.523
2014-10-23 07:00:00,0.598,2,0.487,14.952,0.177,0.939
2014-09-25 16:08:00,0.784,2,0.638,19.887,0.183,0
2013-09-11 12:40:00,0.42,0,0.481,22.824,0,0.918
2013-01-29 23:03:00,0.317,3,0.246,15.533,0.09,0.597
2013-09-12 12:53:00,0.848,3,0.666,16.184,0.038,0.863
2014-08-17 13:10:00,0.77,2,0.702,13.641,0,0.333
2014-01-16 23:49:00,0.663,2,0.409,22.733,0.238,0.92
2013-01-09 06:50:00,0.302,2,0.043,16.866,0.152,0.421
2013-09-05 22:46:00,0.651,3,0.635,13.442,0.273,0.644
2013-04-18 21:00:00,0.503,2,0.544,21.183,0,0.762
2014-10-20 07:59:00,0.631,3,0.705,21.397,0.368,1.038
2013-01-06 11:19:00,0.363,3,0.304,19.451,0.158,0.782
2013-07-09 16:11:00,0.605,2,0.654,18.027,0.107,0.328
2014-01-02 21:34:00,0.602,3,0.311,22.668,0.112,0.647
2013-11-18 12:14:00,0.438,2,0.601,14.737,0.173,0.569
2015-01-01 00:53:00,0.199,0,0.325,20.029,0.143,0.972
2014-03-13 07:41:00,0.462,2,0.429,14.287,0.226,0.794
2014-04-08 19:27:00,0.757,2,0.325,19.463,0.137,0.23
2013-12-26 14:46:00,0.353,3,0.492,18.129,0,0.74
2014-11-26 18:09:00,0.309,2,0.432,14.97,0,0.237
2013-01-06 22:54:00,0.248,2,0.202,14.404,0.22,0.205
2013-09-13 14:56:00,0.677,2,1.037,17.89,0.085,0.878
2014-07-27 22:54:00,0.648,2,0.346,18.704,0.17,0.73
2013-03-29 22:01:00,0.487,3,0.32,13.233,0.444,0.307
2013-12-23 07:12:00,0.136,2,0.304,21.909,0.113,0.789
2014-05-17 20:31:00,0.491,2,0.463,19.039,0.194,0.605
2014-12-06 06:06:00,0.208,2,0.185,22.669,0.568,0.99
2013-03-24 07:26:00,0.071,2,0.32,15.364,0.317,0.611
2013-08-08 04:20:00,0.819,3,0.572,22.492,0,0.878
2013-04-16 11:07:00,0.571,2,0.54,14.44,0.339,0.825
2013-04-24 03:53:00,0.258,2,0.41,14.327,0.005,1.014
2014-12-23 21:06:00,0.225,2,0.429,17.136,0.3,0.286
2014-05-07 16:19:00,0.724,2,0.61,15.189,0.079,0.607
2014-10-22 05:30:00,0.316,3,0.379,20.215,0.066,0.596
2014-03-30 05:24:00,0.467,3,0.366,13.707,0.234,1.037
2014-03-03 15:43:00,0.494,2,0.523,14.39,0.512,0
2014-12-30 02:01:00,0,3,0.29,21.267,0.042,0.838
2013-08-24 04:56:00,0.594,3,0.525,13.314,0.032,0.781
2013-02-10 07:36:00,0.257,2,0,16.821,0.121,0.664
2013-04-26 18:59:00,0.011,0,0.284,18.786,0.262,0.861
2014-03-07 00:05:00,0.314,2,0.364,14.506,0.124,0.591
2014-02-11 16:50:00,0.473,2,0.662,20.439,0.103,0.15
2013-06-04 07:31:00,0.874,2,0.681,20.878,0.142,0.651
2013-09-30 01:42:00,0.687,3,0.427,19.62,0.058,0.863
2013-10-02 16:20:00,0.75,2,0.675,22.324,0.469,0.675
2013-12-28 22:33:00,0.175,2,0.44,17.012,0.005,0.574
2014-10-08 18:32:00,0.696,2,0.659,22.529,0.039,0.967
2014-07-24 02:39:00,0.695,2,0.504,22.93,0.235,0.701
2013-05-15 23:07:00,0.493,2,0.556,20.278,0.295,0.824
2013-12-03 05:47:00,0.58,2,0.492,13.773,0.357,1.137
2013-03-05 23:47:00,0.334,2,0.245,13.536,0.005,0.633
2013-04-04 00:39:00,0.209,0,0.333,16.632,0.239,0.909
2014-12-29 02:31:00,0.151,2,0.42,20.646,0,0.883
