2013-11-09 18:41:00,0.595,2,0.26,13.531,0.006,0.476
2013-02-12 00:31:00,0.106,3,0.268,13.633,0,0.885
2013-11-01 09:28:00,0.35,2,0.296,15.187,0.174,0.531
2013-10-02 09:59:00,0.42,0,0.47,21.66,0.294,0.904
2014-12-13 21:47:00,0.346,3,0.375,17.544,0.126,0.994
2013-07-17 11:42:00,0.871,2,0.701,15.862,0.161,0.47
2014-11-06 02:35:00,0.308,2,0.275,17.096,0.068,0.555
2014-01-13 11:25:00,0.362,3,0.477,15.211,0.135,0.58
2013-09-02 01:11:00,0.592,2,0.824,20.853,0.127,0.55
2013-10-09 11:38:00,0.608,2,0.625,21.434,0.03,0.453
2013-06-26 03:34:00,0.633,2,0.633,22.728,0.191,0.547
2014-04-22 22:21:00,0.314,2,0.591,15.556,0.329,0.347
2013-12-13 00:58:00,0.094,2,0.428,16.68,0,0.732
2013-03-09 15:45:00,0.038,3,0.16,16.529,0.241,0.635
2014-03-12 17:42:00,0.674,2,0.553,22.826,0.759,0.398
2013-06-14 05:03:00,0.51,2,0.63,16.598,0.119,0.775
2013-10-01 16:05:00,0.652,3,0.646,13.278,0.252,0.821
2013-05-08 00:54:00,0.513,0,0.374,18.396,0.074,0.782
2013-09-04 03:33:00,0.443,2,0.354,22.69,0.156,0.783
2013-08-20 21:33:00,0.668,2,0.599,22.8,0,0.425
2013-07-13 13:48:00,0.827,2,0.739,22.443,0.176,0.596
2014-10-15 16:57:00,0.595,2,0.663,16.407,0.357,0.421
2014-03-17 18:00:00,0.582,3,0.556,21.289,0.18,0.332
2014-05-21 22:37:00,0.506,2,0.542,18.588,0.273,0.675
2014-12-28 21:05:00,0.185,2,0.248,22.806,0.037,0.648
2014-02-26 18:29:00,0.477,3,0.348,15.518,0.339,0.475
2014-09-23 06:15:00,0.616,3,0.609,16.949,0.3,1.071
2014-04-05 21:54:00,0.413,3,0.448,13.398,0.301,0.852
2013-06-23 21:46:00,0.743,2,0.621,17.486,0.095,0.971
2014-06-08 10:03:00,0.563,2,0.637,21.156,0.193,0.462
2014-12-26 06:25:00,0.459,3,0.395,19.277,0.59,0.553
2014-03-18 16:03:00,0.734,2,0.82,19.525,0.453,0.198
2013-07-08 19:45:00,0.771,3,0.718,21.446,0.194,0.738
2014-04-11 19:46:00,0.574,2,0.461,13.183,0.226,0.281
2013-03-11 10:16:00,0.351,2,0.197,20.81,0.342,0.655
2013-11-09 10:32:00,0.327,2,0.304,14.311,0.324,0.714
2014-09-11 10:11:00,0.54,0,0.469,19.685,0.246,1.095
2014-05-11 23:40:00,0.583,2,0.451,15.328,0.171,0.41
2013-02-11 01:34:00,0.314,2,0.398,22.124,0.016,0.458
2013-09-06 03:18:00,0.612,3,0.591,18.451,0.203,0.83
2014-04-20 05:11:00,0.512,2,0.584,15.261,0,0.688
2014-02-10 16:55:00,0.366,2,0.534,18.648,0.249,0.457
2013-05-23 05:09:00,0.537,2,0.492,13.044,0,1.105
2014-08-19 18:16:00,0.73,2,0.695,20.789,0.311,0.685
2013-03-28 13:08:00,0.19,3,0.334,17.458,0.24,0.715
2013-05-21 22:39:00,0.467,3,0.603,21.717,0.221,1.018
2015-01-02 04:42:00,0.26,3,0.479,19.101,0.094,0.533
2014-07-06 07:04:00,0.935,2,0.886,21.132,0,0.778
2014-01-24 15:00:00,0.15,3,0.106,18.637,0.268,0.344
2013-01-11 22:08:00,0.238,3,0.353,19.362,0.28,0.459
2014-09-09 08:00:00,0.612,2,0.81,16.599,0.164,0.76
2014-12-21 04:25:00,0.271,3,0.363,19.517,0,1.158
2013-02-28 03:10:00,0.193,2,0.2,22.489,0.063,0.693
2013-08-03 07:41:00,0.73,2,0.648,19.017,0.266,0.722
